,hiddenLayerOne,learnRate,hiddenLayerTwo,dropout,epochs,regul,batch,accuracy,AUC,recall,precision,F1,meanAcc,meanRec,meanAUC,meanPrec,meanF1
42,6,0.007,5,0.05,10,0.0,64,[0.83333337 0.84444445 0.75555557 0.83333337 0.73033708],[0.8209877  0.93371212 0.82011551 0.89739299 0.88839889],[0.66666669 0.95833337 0.79411763 1.         1.        ],[0.5714286  0.6388889  0.64285713 0.5945946  0.47826087],[0.61538462 0.76666667 0.71052632 0.74576271 0.64705882],0.7994007706642151,0.8838235378265381,0.8721214413642884,0.5852060198783875,0.6970798266469148
43,6,0.007,5,0.05,20,0.0,64,[0.84444445 0.83333337 0.76666671 0.78888893 0.76404494],[0.92746913 0.91508836 0.8545168  0.86497325 0.87075984],[0.6111111  0.83333337 0.7647059  0.77272731 0.86363637],[0.6111111  0.64516127 0.66666669 0.54838705 0.51351351],[0.61111111 0.72727273 0.71232877 0.64150943 0.6440678 ],0.7994756817817688,0.7691028118133545,0.8865614771842957,0.5969679236412049,0.6672579672159119
44,6,0.007,5,0.05,10,0.05,32,[0.81111115 0.86666667 0.80000001 0.78888893 0.75280899],[0.87538576 0.91066921 0.83455873 0.88903749 0.85040706],[0.66666669 0.91666669 0.79411763 0.9545455  0.90909094],[0.52173913 0.6875     0.71052635 0.53846157 0.5       ],[0.58536585 0.78571429 0.75       0.68852459 0.64516129],0.8038951516151428,0.8482174873352051,0.8720116496086121,0.5916454076766968,0.6909532039718674
45,6,0.007,5,0.05,20,0.05,32,[0.83333337 0.83333337 0.77777779 0.81111115 0.78651685],[0.92978394 0.90814394 0.81276262 0.89004016 0.89993215],[0.83333331 0.79166669 0.67647058 0.81818187 0.72727275],[0.55555558 0.65517241 0.71875    0.58064514 0.55172414],[0.66666667 0.71698113 0.6969697  0.67924528 0.62745098],0.8084145069122315,0.769385039806366,0.8881325602531434,0.6123694539070129,0.6774627518245719
46,6,0.007,5,0.05,10,0.05,64,[0.82222223 0.84444445 0.73333335 0.75555557 0.75280899],[0.90470678 0.89898992 0.85372901 0.89939839 0.90603805],[0.83333331 0.91666669 0.70588237 0.90909094 0.90909094],[0.53571433 0.64705884 0.63157892 0.5        0.5       ],[0.65217391 0.75862069 0.66666667 0.64516129 0.64516129],0.7816729187965393,0.8548128485679627,0.8925724267959595,0.5628704190254211,0.6735567700020957
47,6,0.007,5,0.05,20,0.05,64,[0.83333337 0.81111115 0.73333335 0.82222223 0.69662923],[0.91280866 0.90625    0.82589287 0.89438504 0.82767975],[0.72222221 0.91666669 0.70588237 0.86363637 0.72727275],[0.56521738 0.5945946  0.63157892 0.59375    0.43243244],[0.63414634 0.72131148 0.66666667 0.7037037  0.54237288],0.7793258666992188,0.7871360778808594,0.873403263092041,0.563514667749405,0.6536402137199107
48,6,0.004,5,0.0,10,0.0,32,[0.81111115 0.84444445 0.75555557 0.83333337 0.76404494],[0.89814818 0.95612371 0.86633396 0.90641713 0.87483037],[0.6111111  0.95833337 0.79411763 0.9545455  0.86363637],[0.52380955 0.6388889  0.64285713 0.60000002 0.51351351],[0.56410256 0.76666667 0.71052632 0.73684211 0.6440678 ],0.8016978979110718,0.8363487958908081,0.9003706693649292,0.5838138222694397,0.6844410896864065
49,6,0.004,5,0.0,20,0.0,32,[0.87777781 0.83333337 0.74444449 0.86666667 0.80898875],[0.90856475 0.90656561 0.82011557 0.9227941  0.90061069],[0.72222221 0.95833337 0.7352941  1.         0.90909094],[0.68421054 0.62162161 0.64102566 0.64705884 0.5714286 ],[0.7027027  0.75409836 0.68493151 0.78571429 0.70175439],0.8262422204017639,0.8649881243705749,0.8917301416397094,0.6330690503120422,0.7258402483773907
50,6,0.004,5,0.0,10,0.0,64,[0.77777779 0.85555559 0.77777779 0.83333337 0.77528089],[0.83873457 0.9352904  0.85976899 0.90240645 0.9111262 ],[0.72222221 0.95833337 0.82352942 0.86363637 0.90909094],[0.46428573 0.65714288 0.66666669 0.61290324 0.52631581],[0.56521739 0.77966102 0.73684211 0.71698113 0.66666667],0.8039450883865357,0.8553624629974366,0.8894653201103211,0.5854628682136536,0.6930736624517593
51,6,0.004,5,0.0,20,0.0,64,[0.84444445 0.83333337 0.77777779 0.82222223 0.77528089],[0.91358018 0.92960858 0.83718491 0.90808827 0.86567169],[0.83333331 0.91666669 0.7647059  0.9545455  0.9545455 ],[0.57692307 0.62857145 0.68421054 0.58333331 0.52500004],[0.68181818 0.74576271 0.72222222 0.72413793 0.67741935],0.8106117486953736,0.8847593784332275,0.8908267259597779,0.5996076822280884,0.7102720803556007
52,6,0.004,5,0.0,10,0.05,32,[0.84444445 0.84444445 0.75555557 0.82222223 0.80898875],[0.93094134 0.91792929 0.85346639 0.89371657 0.89179105],[0.8888889  0.91666669 0.79411763 1.         0.77272731],[0.5714286  0.64705884 0.64285713 0.57894737 0.58620691],[0.69565217 0.75862069 0.71052632 0.73333333 0.66666667],0.8151310920715332,0.8744801044464111,0.8975689291954041,0.6052997708320618,0.7129598358715379
53,6,0.004,5,0.0,20,0.05,32,[0.84444445 0.85555559 0.80000001 0.76666671 0.75280899],[0.91319448 0.90340912 0.85057771 0.8425802  0.8632971 ],[0.66666669 0.875      0.7647059  0.72727275 0.81818187],[0.60000002 0.6774193  0.72222221 0.51612902 0.5       ],[0.63157895 0.76363636 0.74285714 0.60377358 0.62068966],0.8038951516151428,0.7703654408454895,0.8746117234230042,0.6031541109085083,0.6725071387880003
54,6,0.004,5,0.0,10,0.05,64,[0.80000001 0.83333337 0.67777777 0.76666671 0.75280899],[0.92168212 0.7844066  0.79936981 0.59458554 0.81478971],[0.83333331 0.625      0.79411763 0.13636364 0.90909094],[0.5        0.71428573 0.55102038 0.60000002 0.5       ],[0.625      0.66666667 0.65060241 0.22222222 0.64516129],0.7661173701286316,0.6595811039209366,0.7829667568206787,0.5730612277984619,0.5619305177700047
55,6,0.004,5,0.0,20,0.05,64,[0.85555559 0.83333337 0.75555557 0.77777779 0.75280899],[0.86574072 0.89678025 0.83665967 0.89004016 0.86668932],[0.77777779 0.83333337 0.7352941  0.9545455  0.81818187],[0.60869569 0.64516127 0.65789473 0.52500004 0.5       ],[0.68292683 0.72727273 0.69444444 0.67741935 0.62068966],0.795006263256073,0.82382652759552,0.8711820244789124,0.5873503446578979,0.6805506021993176
56,6,0.004,5,0.05,10,0.0,32,[0.81111115 0.85555559 0.80000001 0.81111115 0.76404494],[0.90393519 0.93276513 0.83482146 0.90207219 0.89891452],[0.55555558 0.875      0.85294116 0.90909094 0.9545455 ],[0.52631581 0.6774193  0.69047618 0.5714286  0.51219517],[0.54054054 0.76363636 0.76315789 0.70175439 0.66666667],0.8083645701408386,0.8294266343116761,0.8945016980171203,0.5955670118331909,0.687151170309065
57,6,0.004,5,0.05,20,0.0,32,[0.85555559 0.85555559 0.78888893 0.78888893 0.78651685],[0.89043212 0.88162881 0.86055666 0.88803482 0.890095  ],[0.66666669 0.875      0.79411763 0.90909094 0.86363637],[0.63157892 0.6774193  0.69230771 0.54054058 0.54285717],[0.64864865 0.76363636 0.73972603 0.6779661  0.66666667],0.8150811791419983,0.8217023253440857,0.8821494817733765,0.6169407367706299,0.6993287616087709
58,6,0.004,5,0.05,10,0.0,64,[0.83333337 0.76666671 0.75555557 0.82222223 0.74157304],[0.87422836 0.88005054 0.83718491 0.87232625 0.84260511],[0.72222221 0.91666669 0.91176468 0.81818187 0.9545455 ],[0.56521738 0.53658539 0.62       0.60000002 0.48837209],[0.63414634 0.67692308 0.73809524 0.69230769 0.64615385],0.7838701844215393,0.8646761894226074,0.861279034614563,0.5620349764823913,0.6775252389886537
59,6,0.004,5,0.05,20,0.0,64,[0.81111115 0.84444445 0.77777779 0.82222223 0.78651685],[0.88773143 0.93465906 0.84033614 0.90608293 0.90671647],[0.66666669 0.95833337 0.7647059  0.90909094 1.        ],[0.52173913 0.6388889  0.68421054 0.58823532 0.53658539],[0.58536585 0.76666667 0.72222222 0.71428571 0.6984127 ],0.8084144949913025,0.8597593784332276,0.8951052069664002,0.5939318537712097,0.6973906310491678
60,6,0.004,5,0.05,10,0.05,32,[0.83333337 0.86666667 0.74444449 0.77777779 0.75280899],[0.89814818 0.88825756 0.84821427 0.87800801 0.81818187],[0.72222221 0.79166669 0.7647059  0.90909094 0.77272731],[0.56521738 0.73076928 0.63414639 0.52631581 0.5       ],[0.63414634 0.76       0.69333333 0.66666667 0.60714286],0.795006263256073,0.7920826077461243,0.8661619782447815,0.5912897706031799,0.6722578397212543
61,6,0.004,5,0.05,20,0.05,32,[0.81111115 0.80000001 0.72222227 0.82222223 0.76404494],[0.89660496 0.84122479 0.80304617 0.89872998 0.91112626],[0.66666669 0.875      0.7352941  0.9545455  0.86363637],[0.52173913 0.58333331 0.60975611 0.58333331 0.51351351],[0.58536585 0.7        0.66666667 0.72413793 0.6440678 ],0.7839201211929321,0.8190285325050354,0.8701464295387268,0.5623350739479065,0.6640476495939711
62,6,0.004,5,0.05,10,0.05,64,[0.78888893 0.82222223 0.77777779 0.75555557 0.80898875],[0.85841048 0.90845954 0.80199581 0.85260695 0.88772047],[0.6111111  1.         0.7352941  0.9545455  0.90909094],[0.47826087 0.60000002 0.69444448 0.5        0.5714286 ],[0.53658537 0.75       0.71428571 0.65625    0.70175439],0.7906866550445557,0.8420083284378052,0.8618386507034301,0.5688267946243286,0.671775093220857
63,6,0.004,5,0.05,20,0.05,64,[0.84444445 0.83333337 0.76666671 0.82222223 0.7977528 ],[0.9212963  0.89551771 0.84453785 0.90975934 0.92978287],[0.83333331 0.83333337 0.70588237 1.         1.        ],[0.57692307 0.64516127 0.6857143  0.57894737 0.55000001],[0.68181818 0.72727273 0.69565217 0.73333333 0.70967742],0.8128839135169983,0.8745098114013672,0.9001788139343262,0.6073492050170899,0.7095507671384249
64,5,0.007,6,0.0,10,0.0,32,[0.85555559 0.83333337 0.77777779 0.78888893 0.77528089],[0.85725313 0.91792929 0.85399163 0.88368982 0.87483037],[0.72222221 0.875      0.7647059  0.81818187 0.9545455 ],[0.61904764 0.63636363 0.68421054 0.54545456 0.52500004],[0.66666667 0.73684211 0.72222222 0.65454545 0.67741935],0.8061673164367675,0.826931095123291,0.8775388479232789,0.6020152807235718,0.6915391607072422
65,5,0.007,6,0.0,20,0.0,32,[0.84444445 0.85555559 0.77777779 0.81111115 0.80898875],[0.86651242 0.90751261 0.81801474 0.85561502 0.90128899],[0.66666669 0.79166669 0.82352942 0.68181819 0.86363637],[0.60000002 0.7037037  0.66666669 0.59999996 0.57575762],[0.63157895 0.74509804 0.73684211 0.63829787 0.69090909],0.8195755481719971,0.7654634714126587,0.8697887539863587,0.6292255997657776,0.6885452110193563
66,5,0.007,6,0.0,10,0.0,64,[0.81111115 0.84444445 0.76666671 0.77777779 0.80898875],[0.88541669 0.90972221 0.8495273  0.88302147 0.94029856],[0.72222221 0.83333337 0.82352942 0.86363637 1.        ],[0.51999998 0.66666669 0.6511628  0.52777779 0.56410259],[0.60465116 0.74074074 0.72727273 0.65517241 0.72131148],0.8017977714538574,0.8485442757606506,0.8935972452163696,0.5859419703483582,0.689829704001421
67,5,0.007,6,0.0,20,0.0,64,[0.86666667 0.86666667 0.77777779 0.78888893 0.77528089],[0.87538582 0.88257575 0.84033608 0.85260701 0.8934871 ],[0.66666669 0.91666669 0.7647059  0.72727275 0.86363637],[0.66666669 0.6875     0.68421054 0.55172414 0.52777779],[0.66666667 0.78571429 0.72222222 0.62745098 0.65517241],0.8150561928749085,0.7877896785736084,0.8688783526420594,0.6235758304595947,0.6914453137576869
68,5,0.007,6,0.0,10,0.05,32,[0.86666667 0.73333335 0.75555557 0.85555559 0.80898875],[0.91358024 0.89015156 0.82930672 0.87132347 0.84090912],[0.72222221 0.83333337 0.7647059  0.81818187 0.86363637],[0.65000004 0.5        0.65000004 0.66666669 0.57575762],[0.68421053 0.625      0.7027027  0.73469388 0.69090909],0.8040199875831604,0.8004159450531005,0.8690542221069336,0.6084848761558532,0.6875032394957207
69,5,0.007,6,0.0,20,0.05,32,[0.86666667 0.83333337 0.76666671 0.82222223 0.70786518],[0.92322528 0.88573229 0.81565124 0.89371657 0.81682497],[0.66666669 0.79166669 0.7647059  0.86363637 0.77272731],[0.66666669 0.65517241 0.66666669 0.59375    0.44736841],[0.66666667 0.71698113 0.71232877 0.7037037  0.56666667],0.7993508338928222,0.77188059091568,0.8670300722122193,0.6059248387813568,0.6732693872471593
70,5,0.007,6,0.0,10,0.05,64,[0.85555559 0.82222223 0.77777779 0.75555557 0.75280899],[0.92862648 0.92203289 0.82431722 0.90274072 0.89823616],[0.83333331 0.91666669 0.79411763 0.90909094 0.90909094],[0.59999996 0.6111111  0.67500001 0.5        0.5       ],[0.69767442 0.73333333 0.72972973 0.64516129 0.64516129],0.7927840352058411,0.8724599003791809,0.895190691947937,0.577222216129303,0.690212012462575
71,5,0.007,6,0.0,20,0.05,64,[0.77777779 0.81111115 0.78888893 0.81111115 0.7977528 ],[0.8611111  0.87373745 0.86633402 0.89004004 0.8934871 ],[0.55555558 0.875      0.7647059  1.         0.90909094],[0.45454547 0.60000002 0.7027027  0.56410259 0.55555558],[0.5        0.71186441 0.73239437 0.72131148 0.68965517],0.7973283648490905,0.8208704829216004,0.8769419431686402,0.5753812730312348,0.6710450841600947
72,5,0.007,6,0.05,10,0.0,32,[0.85555559 0.84444445 0.75555557 0.80000001 0.74157304],[0.90972221 0.94318187 0.84033614 0.86229944 0.88636363],[0.72222221 0.91666669 0.79411763 0.77272731 0.81818187],[0.61904764 0.64705884 0.64285713 0.56666672 0.48648649],[0.66666667 0.75862069 0.71052632 0.65384615 0.61016949],0.799425733089447,0.8047831416130066,0.8883806586265564,0.5924233675003052,0.6799658634965782
73,5,0.007,6,0.05,20,0.0,32,[0.84444445 0.82222223 0.75555557 0.80000001 0.87640452],[0.89429009 0.89267683 0.80987394 0.89171124 0.92232025],[0.72222221 0.91666669 0.7647059  0.90909094 0.90909094],[0.59090912 0.6111111  0.65000004 0.55555558 0.68965518],[0.65       0.73333333 0.7027027  0.68965517 0.78431373],0.8197253584861756,0.84435533285141,0.8821744680404663,0.6194462060928345,0.712000986788005
74,5,0.007,6,0.05,10,0.0,64,[0.85555559 0.82222223 0.76666671 0.77777779 0.77528089],[0.94367278 0.91098487 0.88077724 0.86463904 0.91383988],[0.83333331 0.95833337 0.79411763 0.90909094 0.9545455 ],[0.59999996 0.60526317 0.65853661 0.52631581 0.52500004],[0.69767442 0.74193548 0.72       0.66666667 0.67741935],0.7995006442070007,0.8898841500282287,0.9027827620506287,0.5830231189727784,0.7007391847961991
75,5,0.007,6,0.05,20,0.0,64,[0.83333337 0.84444445 0.81111115 0.8888889  0.77528089],[0.89158952 0.90782833 0.85031515 0.92981279 0.90094978],[0.55555558 0.91666669 0.7352941  0.90909094 0.9545455 ],[0.58823532 0.64705884 0.75757575 0.71428573 0.52500004],[0.57142857 0.75862069 0.74626866 0.8        0.67741935],0.8306117534637452,0.8142305612564087,0.8960991144180298,0.6464311361312867,0.7107474545277743
76,5,0.007,6,0.05,10,0.05,32,[0.83333337 0.78888893 0.76666671 0.81111115 0.77528089],[0.91126543 0.89898992 0.79989499 0.86631012 0.82801902],[0.83333331 0.91666669 0.85294116 0.77272731 0.81818187],[0.55555558 0.56410259 0.64444447 0.58620691 0.52941179],[0.66666667 0.6984127  0.73417722 0.66666667 0.64285714],0.7950562119483948,0.838770067691803,0.8608958959579468,0.5759442687034607,0.6817560779586096
77,5,0.007,6,0.05,20,0.05,32,[0.83333337 0.82222223 0.76666671 0.81111115 0.77528089],[0.89197528 0.87184346 0.82956934 0.91343582 0.8565129 ],[0.72222221 0.79166669 0.70588237 0.9545455  0.77272731],[0.56521738 0.63333338 0.6857143  0.56756759 0.53125   ],[0.63414634 0.7037037  0.69565217 0.71186441 0.62962963],0.8017228722572327,0.7894088149070739,0.8726673603057862,0.596616530418396,0.6749992510978905
78,5,0.007,6,0.05,10,0.05,64,[0.83333337 0.82222223 0.80000001 0.82222223 0.76404494],[0.91165125 0.89614898 0.84532565 0.89772725 0.87042058],[0.8888889  0.83333337 0.79411763 1.         0.9545455 ],[0.55172414 0.625      0.71052635 0.57894737 0.51219517],[0.68085106 0.71428571 0.75       0.73333333 0.66666667],0.8083645582199097,0.8941770792007446,0.8842547416687012,0.5956786036491394,0.7090273556231003
79,5,0.007,6,0.05,20,0.05,64,[0.83333337 0.77777779 0.77777779 0.82222223 0.78651685],[0.90046299 0.89646471 0.83298314 0.90641719 0.86092269],[0.8888889  0.91666669 0.70588237 0.9545455  0.9545455 ],[0.55172414 0.55000001 0.70588237 0.58333331 0.53846157],[0.68085106 0.6875     0.70588235 0.72413793 0.68852459],0.7995256066322327,0.8841057896614075,0.8794501423835754,0.5858802795410156,0.6973791875938761
80,5,0.004,6,0.0,10,0.0,32,[0.8888889  0.83333337 0.78888893 0.81111115 0.74157304],[0.88387346 0.91824496 0.85425425 0.87332886 0.83446407],[0.72222221 0.95833337 0.85294116 0.81818187 0.9545455 ],[0.72222221 0.62162161 0.67441863 0.58064514 0.48837209],[0.72222222 0.75409836 0.75324675 0.67924528 0.64615385],0.8127590775489807,0.8612448215484619,0.8728331208229065,0.6174559354782104,0.7109932930594854
81,5,0.004,6,0.0,20,0.0,32,[0.85555559 0.80000001 0.75555557 0.84444445 0.85393262],[0.9201389  0.88005054 0.79884458 0.90407753 0.92164183],[0.66666669 0.875      0.85294116 0.90909094 0.9545455 ],[0.63157892 0.58333331 0.63043481 0.625      0.63636363],[0.64864865 0.7        0.725      0.74074074 0.76363636],0.8218976497650147,0.8516488552093506,0.8849506735801697,0.621342134475708,0.7156051506051505
82,5,0.004,6,0.0,10,0.0,64,[0.80000001 0.83333337 0.76666671 0.80000001 0.75280899],[0.87461424 0.90688133 0.82773107 0.90641713 0.90400273],[0.77777779 0.95833337 0.79411763 1.         0.90909094],[0.5        0.62162161 0.65853661 0.55000001 0.5       ],[0.60869565 0.75409836 0.72       0.70967742 0.64516129],0.7905618190765381,0.8878639459609985,0.8839293003082276,0.5660316467285156,0.687526544501414
83,5,0.004,6,0.0,20,0.0,64,[0.83333337 0.85555559 0.75555557 0.83333337 0.77528089],[0.88040125 0.92203283 0.84427518 0.91377008 0.87822247],[0.72222221 0.91666669 0.7647059  0.9545455  0.90909094],[0.56521738 0.66666669 0.65000004 0.60000002 0.52631581],[0.63414634 0.77192982 0.7027027  0.73684211 0.66666667],0.8106117606163025,0.8534462451934814,0.8877403616905213,0.601639986038208,0.702457528131469
84,5,0.004,6,0.0,10,0.05,32,[0.82222223 0.85555559 0.73333335 0.80000001 0.75280899],[0.87654316 0.87973487 0.81512606 0.87165779 0.88805968],[0.66666669 0.91666669 0.7647059  0.90909094 0.77272731],[0.54545456 0.66666669 0.61904764 0.55555558 0.5       ],[0.6        0.77192982 0.68421053 0.68965517 0.60714286],0.7927840352058411,0.8059715032577515,0.8662243127822876,0.5773448944091797,0.6705876760867686
